publishedAt,title,description,thumbnailurl
2018-07-23T22:00:59Z,Breakfast Bombs,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/62734 MUSIC Day Trip_Full Licensed via Warner ...,https://i.ytimg.com/vi/TjA1_WL8XGk/default.jpg
2018-09-07T19:00:02Z,Chocolate Snack Cupcakes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/65334 MUSIC Big Ideas_NoVox Licensed via Warner ...,https://i.ytimg.com/vi/IrFhArBBN64/default.jpg
2019-03-26T19:00:04Z,Chicken Katsu Sandwich With Hitomi • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/J65Y8VD5Syc/default.jpg
2018-08-20T14:00:26Z,Meet the Faces Of Tasty,"You know their hands, but now you can see their faces! Your favorite Tasty chefs are no longer a mystery! We're excited to announce Tasty's first-ever talent ...",https://i.ytimg.com/vi/RFFjpOzpd8Q/default.jpg
2019-11-27T20:00:02Z,Enchiladas Verdes Con Pollo As Made By Cuco • Tasty,Watch as Cuco teaches us how to make his family's delicious enchiladas verdes recipe; made easy with rotisserie chicken and his homemade salsa! Follow ...,https://i.ytimg.com/vi/nPsnvEbxEgY/default.jpg
2019-02-05T17:00:02Z,How To Make Classic Beef Stew • Tasty,Warm your soul with classic beef stew! Learn how we make this hearty meal using Kroger's freshest meat 🥩,https://i.ytimg.com/vi/L2Q05VHkQ0A/default.jpg
2018-12-05T19:00:00Z,How To Make 8 Desserts in 1 Sheet Pan with Alvin,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/73062 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/9er3-c-3wqA/default.jpg
2018-08-05T15:00:00Z,Giant Raindrop Cake: Behind Tasty,Follow Alix on instagram for more delicious food adventures @majortraeger Raindrop Cake® is a registered trademark owned by Darren Wong. Shop the Tasty ...,https://i.ytimg.com/vi/-RFUNt_d_-A/default.jpg
2018-06-19T01:00:02Z,Ultimate Breakfast Corndogs,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/58874 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/vAHbM3vIddc/default.jpg
2019-11-30T16:00:11Z,I Tried To Re-Create This Orange Made Of Meat • Eating Your Feed • Tasty,Shane from BuzzFeed Unsolved challenges Andrew to make meat fruit! Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/eugVGJkOjsI/default.jpg
2019-12-03T02:00:01Z,Champurrado In 15 Minutes Or Less By Derrick // Presented By BuzzFeed &amp; Geico,"Are you craving a rich, luxurious chocolate beverage? Make this delicious champurrado by Derrick in 15 minutes or less, thanks to Geico!",https://i.ytimg.com/vi/GC5J2zSKWP4/default.jpg
2018-11-22T02:00:02Z,Which Celebrity Has The Best Turkey Recipe?,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/68617 MUSIC Licensed via Audio Network STILLS ...,https://i.ytimg.com/vi/xu7LccHzDZw/default.jpg
2019-04-10T16:00:09Z,Alix&#39;s Cookies and Ice Cream Dome Cake • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/WPMKeGO-AQU/default.jpg
2019-03-06T20:00:00Z,How To Make Alvin&#39;s Chicken Parmesan-Stuffed Garlic Bread • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/4koACDA2Sks/default.jpg
2018-12-15T20:00:04Z,Hash Brown Scotch Eggs,Spice up your brunch with McCormick — the Official Spice of Tasty! Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/QaeBagAI63I/default.jpg
2018-06-02T15:00:49Z,I Went To Japan To Make The Most Difficult Omelet,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/52964 Eating Your Feed has merch! Check it out here: ...,https://i.ytimg.com/vi/rFAddL8g8mw/default.jpg
2020-02-10T17:00:08Z,How to Make A Potato Salad Worthy Of The Cookout • Tasty,Got invited to The Cookout? Let us show you how to make a potato salad worthy of the occassion on this episode of The Cookout. Let us know in the comments ...,https://i.ytimg.com/vi/HkHY5e3RWCc/default.jpg
2020-07-29T17:00:12Z,I Tried To Make A Picnic For 2 For $14 • Tasty,We're mindful of how the current coronavirus outbreak might be affecting your access to stores and general grocery items. Please know that many of these ...,https://i.ytimg.com/vi/f5rvErgfm58/default.jpg
2018-10-19T15:00:02Z,Can These Chefs Create This Kid&#39;s Crazy Dish?,"Tasty Chef Alexis competes against guest chef Claudette Zepeda-Wilkins to turn Aedan's pirate drawing into a delicious, real-world dish. Whose food will win the ...",https://i.ytimg.com/vi/EPcKSkX--Po/default.jpg
2020-04-04T19:00:25Z,Can Alix Follow A Recipe In Japanese? • Tasty,Alix is back for another recipe challenge by Rie! Can she make donuts in Japanese? We're mindful of how the current coronavirus outbreak might be affecting ...,https://i.ytimg.com/vi/tX4i-sIncAM/default.jpg
2018-12-30T16:00:00Z,I Make Beautiful Pie Art For A Living • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/3dHL7gr5XCw/default.jpg
2019-06-02T15:00:03Z,Can These Chefs Turn This Alien Drawing Into Real Food? • Tasty,"Tasty Chefs Hannah and Katie compete to turn Zachlewis' alien drawing into delicious, real-world dishes. Which one will be truly out of this world? Subscribe to ...",https://i.ytimg.com/vi/N9zS9kDzz_g/default.jpg
2018-12-29T16:00:00Z,The Most Fool-Proof Roast Chicken You&#39;ll Ever Make • Tasty,"You didn't know a roast chicken could be this good. Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the ...",https://i.ytimg.com/vi/DcIS0onSv7U/default.jpg
2017-11-23T23:00:15Z,8 Healthy After-School Snacks,Here is what you'll need! https://tasty.co/recipe/after-school-zucchini-pizzas https://tasty.co/recipe/after-school-loaded-apple-slices ...,https://i.ytimg.com/vi/8NwGT2Pb7_E/default.jpg
2019-12-07T20:00:00Z,What It Takes to Make 400 Bowls of Ramen From Scratch • Tasty,"Making 400 bowls of ramen from scratch is not an easy task. But for Keizo Shimamoto, ramen is his life. Watch as he artfully prepares noodles, broth, toppings, ...",https://i.ytimg.com/vi/aagyuWlHyUI/default.jpg
2019-05-24T19:00:01Z,Loaded Deviled Eggs • Tasty,"These loaded deviled eggs are delicious and are the perfect party favorites. Spiced with McCormick, the official spice of Tasty! Subscribe to Tasty: ...",https://i.ytimg.com/vi/461Djnhf9Aw/default.jpg
2019-05-03T19:00:01Z,Classic Hot Crab Dip For A Crowd • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/HXpPTTjR51s/default.jpg
2018-08-04T01:00:28Z,FAJITA PASTA BAKE,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/63538 MUSIC SFX Provided By AudioBlocks ...,https://i.ytimg.com/vi/rk4vf9fX3Mo/default.jpg
2018-03-01T23:00:12Z,Fudgiest Dairy-Free Chocolate Cake,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/48984 MUSIC Emotions I Licensed via Warner ...,https://i.ytimg.com/vi/KgKE5TbU32k/default.jpg
2016-03-10T00:38:57Z,Cheesy Chicken And Broccoli Pasta,"Recipe: Yields: 4 Servings Ingredients: 2 Tbsp. olive oil 2 chicken breasts, cut into 1 inch pieces Salt and pepper to taste 1/2 cup diced yellow onion (about half ...",https://i.ytimg.com/vi/ifHAxc3A9k8/default.jpg
2018-05-14T19:00:35Z,6 Boozy Recipes For Your Next Party,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/56543 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/BlpAuJJx5ow/default.jpg
2020-12-14T21:00:05Z,Alvin&#39;s Roast Prime Rib with Garlic Herb Butter // Presented by Beef. It&#39;s What&#39;s For Dinner.,Join Alvin this holiday in making the king of all giant beef cuts: Roast Prime Rib!,https://i.ytimg.com/vi/RLkJte0aGjE/default.jpg
2019-05-01T19:00:05Z,Flavorful Instant Pot Butter Chicken • Tasty,"A flavorful, Instant Pot meal for a quick and easy weeknight dish! Get the Recipe Here: https://tasty.co/recipe/instant-pot-butter-chicken Subscribe to Tasty: ...",https://i.ytimg.com/vi/oSbC_y6yQ9Q/default.jpg
2018-07-22T01:00:46Z,One-Pot Vegetarian Meals,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/62673 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/v-TtVvilah4/default.jpg
2018-05-27T16:00:05Z,Cauliflower Hater Vs. Chef,Can a Cauliflower Hater become a Cauliflower Lover in three dishes? Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Check us out on ...,https://i.ytimg.com/vi/0kcXergLG1Q/default.jpg
2017-10-27T14:00:37Z,6 Delicious Potato Recipes • Tasty,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/33281 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/6XQo6RNpEdI/default.jpg
2018-09-09T01:00:00Z,Eggplant Potato Tomato Stew,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/65867 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/J2fEqmLrZDU/default.jpg
2018-03-07T23:00:20Z,7 Recipes You Can Make In 5 Minutes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/50007 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/9_5wHw6l11o/default.jpg
2018-11-21T22:43:54Z,Alix Makes Cinnamon Rolls With Madelaine Petsch,Follow Madelaine on Instagram @madelame Follow Alix on Instagram @majortraeger Subscribe to Madelaine's channel: ...,https://i.ytimg.com/vi/wUM3zJSl0w4/default.jpg
2017-09-23T16:00:49Z,Microwave-Prep Breakfast Sandwiches,These microwave-prep breakfast sandwiches are super dorm-friendly! Check us out on Facebook! - facebook.com/buzzfeedtasty Microwave Prep Breakfast ...,https://i.ytimg.com/vi/ZavQyiX1bms/default.jpg
2019-03-17T15:00:04Z,5-Minute Vs. 50-Minute Vs. 5-Hour Steak • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/hQT7PN4Tzsg/default.jpg
2018-06-08T19:00:28Z,How To Make Mesmerizing Brazilian Desserts,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/55663 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/2ssFmCQUQCI/default.jpg
2018-05-28T22:00:45Z,Spring Vegetable Potstickers (Gyoza),Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/58109 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/kWG8msEpbRU/default.jpg
2018-06-25T19:00:07Z,The Best Ever Vegan Brownies,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/60735 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/-sHzwq4T1LU/default.jpg
2018-05-30T22:00:58Z,Poori &amp; Aloo As Made By Ritu And Swasti,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/58180 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/QewCLMzzgP8/default.jpg
2019-01-05T16:00:00Z,Cooking a 50-Person Meal With Leftovers: Family Meal Challenge • Tasty,"Marcus Samuelsson challenges his pastry chef, Tiffany Jones, to cook a staff meal at Red Rooster Harlem for 50 people using only leftovers. Will she be able to ...",https://i.ytimg.com/vi/G28lW0dvg4U/default.jpg
2017-11-19T23:00:46Z,5 Southern Comfort Country Cooking Recipes,Here is what you'll need! https://tasty.co/recipe/honey-glazed-fried-chicken https://tasty.co/recipe/five-cheese-mac-and-cheese ...,https://i.ytimg.com/vi/kGrTcdL_PcA/default.jpg
2019-01-05T16:00:00Z,Cooking a 50-Person Meal With Leftovers: Family Meal Challenge • Tasty,"Marcus Samuelsson challenges his pastry chef, Tiffany Jones, to cook a staff meal at Red Rooster Harlem for 50 people using only leftovers. Will she be able to ...",https://i.ytimg.com/vi/G28lW0dvg4U/default.jpg
2017-11-19T23:00:46Z,5 Southern Comfort Country Cooking Recipes,Here is what you'll need! https://tasty.co/recipe/honey-glazed-fried-chicken https://tasty.co/recipe/five-cheese-mac-and-cheese ...,https://i.ytimg.com/vi/kGrTcdL_PcA/default.jpg
2018-02-08T17:30:29Z,6 Creative Brownie Recipes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/46907 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/3LIrP4nHrI8/default.jpg
2018-12-17T23:00:02Z,6 Stuffed Chicken Recipes For Your Next Dinner Party,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/73461 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/Gfqnl9sy8W0/default.jpg
2016-07-14T19:00:30Z,Honey-Lime Chicken And Avocado Salad,"INGREDIENTS 4 boneless chicken thighs 1 head romaine lettuce, chopped ½ cup cherry or grape tomatoes, halved ½ red onion, thinly sliced 2 avocados, ...",https://i.ytimg.com/vi/JHdvl59vZt8/default.jpg
2018-10-14T19:00:03Z,Halloween Marble Bundt Cake,"Have the ultimate Halloween with Nifty and Tasty, with new videos every Sat & Sunday Get the recipe: https://tasty.co/recipe/halloween-bundt-cake Check us out ...",https://i.ytimg.com/vi/kmaQxPhqZf4/default.jpg
2018-03-08T17:00:53Z,Homemade Brunch For Two,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/50209 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/iSdvCmMoTYY/default.jpg
2018-01-13T20:00:32Z,How to Cook The Best Pad Thai With Hong Thaimee,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/43697 MUSIC Licensed via Audio Network ...,https://i.ytimg.com/vi/X_4HtLHhuWA/default.jpg
2019-02-18T23:00:02Z,How To Make Cheddar Biscuit Chicken Pot Pie • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/R2uNI4wJ384/default.jpg
2018-04-09T22:00:50Z,Crispy Baked Chicken Roll,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/53341 MUSIC All-Good-3 Licensed via Warner ...,https://i.ytimg.com/vi/BnIwFTB4zP8/default.jpg
2019-05-16T19:00:03Z,Grilled Lemongrass Pork Bánh Mì As Made By Su • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/cfGz5fMHzd0/default.jpg
2017-12-13T23:00:06Z,Pizza 4 Ways,Here is what you'll need! https://tasty.co/recipe/pizza-from-scratch-in-20-minutes-or-less https://tasty.co/recipe/deep-dish-pizza ...,https://i.ytimg.com/vi/c2nOiOaVA3Y/default.jpg
2019-04-21T19:00:05Z,Alvin&#39;s Lasagna Party Ring • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/b1KxAHVAbMg/default.jpg
2017-12-07T02:00:01Z,6 High-Protein Vegetarian Dinners,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/39676 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/Sf0miHIujeI/default.jpg
2019-01-26T20:00:02Z,Why I Make Zero-Waste Tasty Videos,"About Goodful: Feel better, be better, and do better. Subscribe to Goodful for all your healthy self care needs, from food to fitness and everything in between!",https://i.ytimg.com/vi/CV0fEfPBWFA/default.jpg
2018-07-17T01:00:24Z,Homemade Frozen Treats,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/62310 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/jfADtZMmDrE/default.jpg
2019-06-14T16:00:07Z,ASMR Baking: Extremely Fudgy Brownies • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/UJqKt1llI3g/default.jpg
2019-10-09T16:00:12Z,Chow Mein With Justin Wang • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/uVKsa4emHyE/default.jpg
2017-09-02T01:00:35Z,Giant Spaghetti-Stuffed Meatball,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/29635 SPAGHETTI-STUFFED MEATBALL Servings: 6 ...,https://i.ytimg.com/vi/NEZid-EZ8vw/default.jpg
2019-12-11T14:00:07Z,Eggnog Custard Pie // Presented by LG USA,"Start the holiday season off right with this insanely delicious eggnog custard pie, with the help of the LG ProBake Convection Oven! https://bzfd.it/2kTtILy.",https://i.ytimg.com/vi/ZwXc3QmSSDY/default.jpg
2018-11-19T23:00:03Z,Pancake Recipes For The Perfect Breakfast,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/71327 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/rC3o6TED9zA/default.jpg
2019-05-23T16:00:05Z,How To Make Filipino Arroz Caldo As Made By Janna • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/TZGWxUSmPbw/default.jpg
2019-07-27T15:00:04Z,I Tried To Make A Giant Riceball In Japan • Tasty,"I Tried To Make A Giant Riceball In Japan! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the world's ...",https://i.ytimg.com/vi/UdPbLcjdFvs/default.jpg
2018-06-16T22:00:39Z,Street Treats Around Asia,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/58608 MUSIC Licensed via Audio Network STILLS ...,https://i.ytimg.com/vi/YX_1-uSWtZI/default.jpg
2019-03-09T20:00:00Z,Chicken And Dumplings • Tasty,Stay cozy during the chilly weather with a warm meal of chicken and dumplings seasoned with McCormick! Get the recipe: ...,https://i.ytimg.com/vi/0N98iKjEucw/default.jpg
2019-03-09T20:00:00Z,Chicken And Dumplings • Tasty,Stay cozy during the chilly weather with a warm meal of chicken and dumplings seasoned with McCormick! Get the recipe: ...,https://i.ytimg.com/vi/0N98iKjEucw/default.jpg
2019-04-22T16:00:15Z,Potato Latkes (Pancakes) That Make The Perfect Appetizer • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/pQVmk-DRdM4/default.jpg
2017-07-05T19:00:55Z,Grilled Corn 4 Ways,Tired of the same old corn on the cob? well try one of our four favorite flavors this summer on the grill for your next BBQ! Here is what you'll need! Grilled Corn 4 ...,https://i.ytimg.com/vi/Pq18UIbvxck/default.jpg
2018-07-06T01:00:04Z,Scalloped Vegetable Bake,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/61446 MUSIC SFX Provided By AudioBlocks ...,https://i.ytimg.com/vi/l-sfnvDGjWw/default.jpg
2020-07-03T17:00:03Z,How To Make Candy Bar Cookies • Tasty,"Devonna, of Butter Bakery, shows us how to make her Heath Bar cookies! Recipe: https://tasty.co/recipe/heath-bar-cookies To check out classic Tasty recipes on ...",https://i.ytimg.com/vi/AnLMDMzO4QY/default.jpg
2018-03-13T22:00:51Z,Sheet Tray Puff Pastry Pockets,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/49705 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/MmpGk8D-Rpo/default.jpg
2020-02-29T16:00:15Z,How 500 Pounds Of Fresh Tofu Is Made • Tasty,"Watch the mesmerizing process of making fresh tofu at the oldest family tofu shop in New York City, Fong On. Paul Eng - https://www.instagram.com/pauleng ...",https://i.ytimg.com/vi/zPwX5Fj08Oc/default.jpg
2018-09-02T22:00:00Z,Frozen Alcohol-Optional Drinks,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/65218 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/NxPwGvvi3Ek/default.jpg
2017-10-25T01:00:11Z,5 Healthy &amp; Hearty Fall Soups,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/34991 Get all the recipes here: http://bit.ly/2yPcJ1K ...,https://i.ytimg.com/vi/PSxxo6UQZvU/default.jpg
2019-02-24T20:00:04Z,How I Make Chocolate-Filled Banana Muffins • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/cw604XICHjg/default.jpg
2019-04-07T15:00:08Z,Making 500 Pounds Of Stretchy Ice Cream A Day • Tasty,"""Sometimes it's fast, sometimes it's slow, and sometimes you have no idea what you're doing. But it all works out in the end."" Republic of Booza: ...",https://i.ytimg.com/vi/v7Hpqov_Src/default.jpg
2018-09-04T19:00:00Z,Crispy Cheesy Hash Brown Egg Bake,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/65866 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/47wqjt6wmkE/default.jpg
2020-08-29T17:00:07Z,How To Make A BBQ Dinner for $5.10 A Serving • Tasty,We're celebrating Tasty's 5th Birthday!! Join us by sharing a photo or video of your favorite Tasty recipe for a chance to be featured on our page 🥳 Don't forget to ...,https://i.ytimg.com/vi/cDv0W154M1w/default.jpg
2019-07-18T22:00:05Z,7 Cheesy Recipes That Will Take You To Cheese Heaven • Tasty,"Cheese it up! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the world's largest food network.",https://i.ytimg.com/vi/hhSik04MjU8/default.jpg
2018-01-22T20:00:09Z,6 Creative Cupcake Recipes,"Here is what you'll need! Red Velvet Cheesecake Cupcakes Makes 12 Ingredients: 1 box red velvet cake mix, prepared according to package instructions 16 ...",https://i.ytimg.com/vi/wlC6iZPEFWY/default.jpg
2019-04-29T19:00:09Z,Bubble Wrap Honeycomb Cake • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/ue6S9TQ_SYc/default.jpg
2020-09-23T17:00:07Z,A Video That Almost Broke Me • Tasty,Tikeyah Whittle (@keeya_mommamia) shares with us a video that almost broke her! We're mindful of how the current coronavirus outbreak might be affecting ...,https://i.ytimg.com/vi/HPunfsyjETs/default.jpg
2019-08-09T22:00:06Z,5 Ways To Add Pesto To Everything • Tasty,"Pesto lovers, rejoice! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the world's largest food network.",https://i.ytimg.com/vi/sed2BW39g60/default.jpg
2018-06-13T20:00:06Z,Chiffon Cake As Made By Jun,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/59251 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/rZszPHesyCM/default.jpg
2018-03-04T23:00:14Z,Healthy And Hearty Soups That Will Fill You Up,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/48015 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/v3xZ4y3v-sc/default.jpg
2019-05-16T16:00:07Z,How To Make Alvin&#39;s Cookies &amp; Cream Cheesecake • Tasty,"Look at those layers! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the world's largest food network.",https://i.ytimg.com/vi/bcBgnesze7Y/default.jpg
2017-12-10T02:00:04Z,Fast Food Recipes You Can Make At Home,11 Herbs & Spices Fried Chicken Servings: 8 INGREDIENTS 400 milliliters butter milk 2 eggs 8 chicken drumsticks 2 liters vegetable oil Herbs and Spices Mix ...,https://i.ytimg.com/vi/V6Vd1E9OL-U/default.jpg
2018-12-30T20:00:04Z,The Only Keto Diet Video You Need To Watch • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/u-OFVFzXa-k/default.jpg
2020-01-05T23:00:00Z,4 Meal Prep Chicken Recipes For The Week Ahead • Tasty,Take care of dinner before the week even begins! These four meal prep chicken recipes will get you through the day! Shop the NEW Tasty Merch: ...,https://i.ytimg.com/vi/-yy0xEo17uM/default.jpg
2020-11-10T16:00:07Z,Breyers® Cookie Crust Ice Cream Cheesecake // Presented By Breyers®,"The ultimate cheesecake for the ultimate ice cream lover! Breyers® is a part of every step in this recipe, from the cookie crust to the ice cream topping. Make this ...",https://i.ytimg.com/vi/iRVFhAEQL7A/default.jpg
2020-11-10T16:00:07Z,Breyers® Cookie Crust Ice Cream Cheesecake // Presented By Breyers®,"The ultimate cheesecake for the ultimate ice cream lover! Breyers® is a part of every step in this recipe, from the cookie crust to the ice cream topping. Make this ...",https://i.ytimg.com/vi/iRVFhAEQL7A/default.jpg
2021-02-06T18:00:07Z,Snacks In Under 10 Minutes,Here are some snacks to make when you're in a time crunch! Recipes: https://tasty.co/recipe/finger-sandwiches ...,https://i.ytimg.com/vi/EN5ScisdNmg/default.jpg
2017-12-18T23:00:41Z,3D Christmas Cookies,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/41577 MUSIC Swingalong Santa Licensed via Warner ...,https://i.ytimg.com/vi/oDMblAC5tL8/default.jpg
2018-10-11T22:00:01Z,How I Make My Favorite Hispanic Recipes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/66702 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/4ZgFO-O0-Ek/default.jpg
2019-04-27T22:00:01Z,Fresh Fish And Chips That Will Make You Happy • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/79oFrWA47Ww/default.jpg
2019-09-12T19:00:07Z,Rachel&#39;s Best Ever Vegan Chocolate Chip Cookies • Tasty,Rachel shows us how to make her best ever vegan chocolate chip cookies! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel ...,https://i.ytimg.com/vi/xzFtVPOn7Sk/default.jpg
